OBJECTID,statefp,countyfp,tractce,affgeoid,geoid,name,COUNTY,StateAbbr,StateDesc,Location,E_TOTPOP,M_TOTPOP,E_DAYPOP,SPL_EJI,RPL_EJI,SPL_SER,RPL_SER,EPL_OZONE,EPL_PM,EPL_DSLPM,EPL_TOTCR,SPL_EBM_THEME1,RPL_EBM_DOM1,EPL_NPL,EPL_TRI,EPL_TSD,EPL_RMP,EPL_COAL,EPL_LEAD,SPL_EBM_THEME2,RPL_EBM_DOM2,EPL_PARK,EPL_HOUAGE,EPL_WLKIND,SPL_EBM_THEME3,RPL_EBM_DOM3,EPL_RAIL,EPL_ROAD,EPL_AIRPRT,SPL_EBM_THEME4,RPL_EBM_DOM4,EPL_IMPWTR,SPL_EBM_THEME5,RPL_EBM_DOM5,SPL_EBM,RPL_EBM,EPL_MINRTY,SPL_SVM_DOM1,RPL_SVM_DOM1,EPL_POV200,EPL_NOHSDP,EPL_UNEMP,EPL_RENTER,EPL_HOUBDN,EPL_UNINSUR,EPL_NOINT,SPL_SVM_DOM2,RPL_SVM_DOM2,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_LIMENG,SPL_SVM_DOM3,RPL_SVM_DOM3,EPL_MOBILE,EPL_GROUPQ,SPL_SVM_DOM4,RPL_SVM_DOM4,SPL_SVM,RPL_SVM,F_BPHIGH,F_ASTHMA,F_CANCER,F_MHLTH,F_DIABETES,F_HVM,RPL_HVM,E_OZONE,E_PM,E_DSLPM,E_TOTCR,E_NPL,E_TRI,E_TSD,E_RMP,E_COAL,E_LEAD,E_PARK,E_HOUAGE,E_WLKIND,E_RAIL,E_ROAD,E_AIRPRT,E_IMPWTR,EP_MINRTY,EP_POV200,EP_NOHSDP,EP_UNEMP,EP_RENTER,EP_HOUBDN,EP_UNINSUR,EP_NOINT,EP_AGE65,EP_AGE17,EP_DISABL,EP_LIMENG,EP_MOBILE,EP_GROUPQ,EP_BPHIGH,EP_ASTHMA,EP_CANCER,EP_MHLTH,EP_DIABETES,EPL_BPHIGH,EPL_ASTHMA,EPL_CANCER,EPL_DIABETES,EPL_MHLTH,SHAPE__Length,SHAPE__Area
64274,48,201,510200,1400000US48201510200,48201510200,5102,Harris,TX,Texas,"Census Tract 5102, Harris County, Texas","6,627.00",718.00,"6,958.00",1.14,0.43,1.14,0.62,0.92,0.93,0.96,0.87,3.67,0.99,0.00,0.86,0.00,0.98,0.00,0.00,1.83,0.82,0.39,0.08,0.01,0.48,0.00,0.79,0.77,0.00,1.56,0.78,0.71,0.71,0.71,8.25,0.90,0.74,0.74,0.74,0.16,0.15,0.13,0.97,0.35,0.60,0.16,2.52,0.29,0.06,0.05,0.32,0.73,1.17,0.06,0.00,0.75,0.75,0.44,5.18,0.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,11.10,1.25,40.97,0.00,100.00,0.00,98.67,0.00,0.00,100.00,13.87,17.58,100.00,100.00,0.00,84.70,58.30,13.47,3.60,2.20,38.40,22.17,8.70,7.10,6.70,10.10,10.00,4.10,0.00,1.60,17.60,7.20,3.50,10.40,5.50,0.02,0.01,0.03,0.03,0.11,"9,048.42","3,589,186.19"
64275,48,201,510300,1400000US48201510300,48201510300,5103,Harris,TX,Texas,"Census Tract 5103, Harris County, Texas","5,123.00",308.00,"2,954.00",0.94,0.32,0.94,0.47,0.91,0.93,0.96,0.87,3.67,0.99,0.00,0.80,0.00,0.97,0.00,0.00,1.77,0.79,0.39,0.56,0.07,1.01,0.09,0.65,0.77,0.00,1.41,0.69,0.59,0.59,0.59,8.45,0.92,0.30,0.30,0.30,0.02,0.03,0.02,0.56,0.10,0.04,0.06,0.83,0.03,0.40,0.39,0.04,0.29,1.12,0.05,0.00,0.70,0.70,0.40,2.95,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.67,11.11,1.29,41.15,0.00,91.96,0.00,93.96,0.00,0.00,100.00,66.36,15.63,71.74,100.00,0.00,63.01,15.50,4.21,1.20,0.60,13.30,14.81,1.10,4.10,14.10,20.50,4.90,0.40,0.00,1.10,22.30,7.10,5.50,8.90,7.40,0.06,0.01,0.26,0.11,0.03,"6,789.93","2,431,425.81"
64276,48,201,510400,1400000US48201510400,48201510400,5104,Harris,TX,Texas,"Census Tract 5104, Harris County, Texas","3,870.00",362.00,"2,961.00",1.12,0.42,1.12,0.61,0.91,0.93,0.95,0.86,3.64,0.99,0.00,0.76,0.00,0.94,0.00,0.00,1.70,0.76,0.39,0.42,0.04,0.84,0.04,0.63,0.77,0.00,1.39,0.68,0.59,0.59,0.59,8.17,0.89,0.46,0.46,0.46,0.25,0.33,0.16,0.89,0.41,0.62,0.31,2.97,0.38,0.14,0.39,0.06,0.73,1.32,0.09,0.00,0.38,0.38,0.16,5.13,0.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.67,11.11,1.21,40.54,0.00,80.05,0.00,78.48,0.00,0.00,100.00,54.62,16.33,65.72,100.00,0.00,63.01,26.20,18.01,6.60,2.40,27.30,23.66,9.00,11.20,9.10,20.50,5.70,4.10,0.00,0.10,22.50,7.40,5.00,9.60,7.30,0.07,0.02,0.18,0.10,0.06,"4,965.19","1,480,355.66"
64277,48,201,510500,1400000US48201510500,48201510500,5105,Harris,TX,Texas,"Census Tract 5105, Harris County, Texas","3,733.00",360.00,"3,105.00",0.96,0.33,0.96,0.48,0.92,0.93,0.93,0.87,3.65,0.99,0.00,0.70,0.00,0.85,0.00,0.00,1.55,0.70,0.39,0.16,0.05,0.59,0.01,0.74,0.77,0.00,1.51,0.75,0.59,0.59,0.59,7.89,0.85,0.50,0.50,0.50,0.06,0.14,0.52,0.82,0.14,0.47,0.08,2.24,0.23,0.13,0.08,0.03,0.58,0.82,0.03,0.00,0.51,0.51,0.25,4.07,0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,11.12,1.04,40.97,0.00,62.03,0.00,29.87,0.00,0.00,100.00,26.86,16.00,94.49,100.00,0.00,63.01,29.80,7.98,3.50,5.00,22.80,16.12,6.60,4.80,8.70,12.50,4.40,2.00,0.00,0.30,22.90,7.00,4.80,8.90,7.40,0.07,0.01,0.15,0.11,0.03,"5,349.93","1,758,143.77"
64278,48,201,510600,1400000US48201510600,48201510600,5106,Harris,TX,Texas,"Census Tract 5106, Harris County, Texas","7,004.00",544.00,"6,587.00",0.87,0.28,0.87,0.41,0.92,0.93,0.93,0.86,3.63,0.99,0.00,0.85,0.00,0.82,0.00,0.00,1.66,0.75,0.39,0.05,0.01,0.45,0.00,0.79,0.77,0.00,1.56,0.78,0.69,0.69,0.69,7.99,0.87,0.60,0.60,0.60,0.07,0.09,0.03,0.81,0.17,0.09,0.01,1.28,0.08,0.02,0.04,0.02,0.35,0.43,0.01,0.00,0.00,0.00,0.00,2.30,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,11.11,1.04,40.39,0.00,99.60,0.00,18.64,0.00,0.00,100.00,8.18,17.83,100.00,100.00,0.00,81.66,39.30,8.34,2.60,1.00,21.90,17.28,2.00,1.70,3.80,8.40,3.50,0.60,0.00,0.00,17.50,6.40,3.50,8.40,5.50,0.02,0.00,0.03,0.03,0.01,"7,291.15","2,076,457.15"
64279,48,201,510700,1400000US48201510700,48201510700,5107,Harris,TX,Texas,"Census Tract 5107, Harris County, Texas","4,905.00",528.00,"4,971.00",0.88,0.28,0.88,0.42,0.92,0.93,0.93,0.87,3.65,0.99,0.00,0.86,0.00,0.80,0.00,0.00,1.66,0.74,0.39,0.08,0.03,0.49,0.00,0.79,0.67,0.00,1.46,0.72,0.79,0.79,0.79,8.04,0.87,0.60,0.60,0.60,0.09,0.02,0.11,0.94,0.01,0.08,0.03,1.29,0.08,0.03,0.06,0.01,0.00,0.10,0.00,0.00,0.45,0.45,0.20,2.44,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,11.11,1.06,40.89,0.00,100.00,0.00,14.57,0.00,0.00,100.00,13.06,16.67,100.00,88.96,0.00,95.03,39.70,9.77,1.00,2.00,32.40,8.69,1.80,2.90,5.00,10.40,2.30,0.00,0.00,0.20,15.60,6.60,3.40,8.80,4.50,0.01,0.00,0.03,0.01,0.03,"4,222.84","1,102,559.00"
64280,48,201,510800,1400000US48201510800,48201510800,5108,Harris,TX,Texas,"Census Tract 5108, Harris County, Texas","8,400.00",591.00,"7,308.00",0.78,0.22,0.78,0.33,0.92,0.93,0.94,0.86,3.64,0.99,0.00,0.64,0.00,0.00,0.00,0.00,0.64,0.33,0.39,0.12,0.05,0.55,0.00,0.74,0.66,0.00,1.40,0.68,0.79,0.79,0.79,7.02,0.71,0.52,0.52,0.52,0.06,0.09,0.04,0.69,0.22,0.16,0.17,1.42,0.10,0.37,0.04,0.20,0.00,0.61,0.01,0.44,0.66,1.10,0.70,3.65,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,11.12,1.09,40.51,0.00,44.75,0.00,0.00,0.00,0.00,100.00,20.37,16.03,94.26,86.26,0.00,94.87,32.00,8.05,2.50,1.10,17.20,18.59,2.80,7.40,13.50,7.90,8.30,0.00,0.40,0.80,22.50,7.10,5.40,8.80,7.00,0.07,0.01,0.24,0.08,0.03,"15,108.18","8,937,512.23"
64281,48,201,510900,1400000US48201510900,48201510900,5109,Harris,TX,Texas,"Census Tract 5109, Harris County, Texas","7,568.00",618.00,"13,399.00",0.92,0.31,0.92,0.45,0.92,0.93,0.94,0.85,3.63,0.99,0.00,0.85,0.00,0.64,0.00,0.00,1.48,0.68,0.39,0.11,0.18,0.68,0.01,0.79,0.77,0.00,1.56,0.78,0.59,0.59,0.59,7.95,0.86,0.62,0.62,0.62,0.07,0.30,0.16,0.69,0.16,0.50,0.13,2.02,0.19,0.02,0.11,0.03,0.76,0.92,0.03,0.00,0.00,0.00,0.00,3.56,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,11.12,1.12,40.04,0.00,99.52,0.00,0.37,0.00,0.00,100.00,19.57,14.00,100.00,100.00,0.00,63.01,41.40,8.69,6.20,2.40,17.10,17.03,7.00,6.40,4.40,14.30,4.50,4.90,0.00,0.00,18.20,6.50,3.80,9.00,5.90,0.02,0.00,0.05,0.04,0.03,"11,629.88","5,451,040.28"
64282,48,201,511001,1400000US48201511001,48201511001,5110.01,Harris,TX,Texas,"Census Tract 5110.01, Harris County, Texas","3,108.00",353.00,"5,994.00",1.14,0.43,1.14,0.62,0.92,0.93,0.93,0.81,3.59,0.99,0.00,0.86,0.00,0.00,0.00,0.00,0.86,0.44,0.39,0.62,0.18,1.18,0.17,0.79,0.77,0.00,1.56,0.78,0.59,0.59,0.59,7.78,0.84,0.51,0.51,0.51,0.46,0.26,0.21,0.71,0.56,0.74,0.44,3.37,0.47,0.39,0.42,0.25,0.67,1.73,0.28,0.00,0.00,0.00,0.00,5.61,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,11.13,1.03,38.97,0.00,100.00,0.00,0.00,0.00,0.00,100.00,71.62,14.08,100.00,100.00,0.00,63.01,30.50,28.06,5.40,2.80,17.60,27.96,11.70,14.70,13.90,21.00,9.10,3.00,0.00,0.00,26.90,7.80,6.80,10.30,9.50,0.21,0.05,0.52,0.34,0.11,"7,051.61","2,296,676.60"
64283,48,201,511002,1400000US48201511002,48201511002,5110.02,Harris,TX,Texas,"Census Tract 5110.02, Harris County, Texas","4,400.00",541.00,"3,893.00",0.96,0.33,0.96,0.48,0.92,0.93,0.91,0.83,3.59,0.99,0.00,0.86,0.00,0.00,0.00,0.00,0.86,0.44,0.39,0.61,0.14,1.14,0.15,0.79,0.58,0.00,1.37,0.66,0.59,0.59,0.59,7.54,0.80,0.61,0.61,0.61,0.21,0.07,0.04,0.93,0.61,0.74,0.38,2.98,0.38,0.23,0.11,0.25,0.35,0.93,0.03,0.00,0.00,0.00,0.00,4.52,0.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,11.13,0.96,39.39,0.00,100.00,0.00,0.00,0.00,0.00,100.00,70.50,14.50,100.00,69.21,0.00,63.01,40.80,15.66,2.10,1.10,31.50,30.02,11.80,13.10,10.90,14.10,9.00,0.60,0.00,0.00,25.80,7.20,6.00,9.70,8.40,0.16,0.01,0.35,0.21,0.07,"6,376.97","2,114,095.23"
64284,48,201,511100,1400000US48201511100,48201511100,5111,Harris,TX,Texas,"Census Tract 5111, Harris County, Texas","3,514.00",247.00,"10,010.00",0.99,0.35,0.99,0.51,0.89,0.93,0.90,0.82,3.54,0.98,0.00,0.68,0.00,0.80,0.00,0.00,1.48,0.67,0.39,0.15,0.09,0.63,0.01,0.79,0.77,0.00,1.56,0.78,0.59,0.59,0.59,7.79,0.84,0.65,0.65,0.65,0.05,0.32,0.02,0.75,0.27,0.43,0.24,2.09,0.21,0.17,0.09,0.03,0.52,0.82,0.03,0.00,0.90,0.90,0.56,4.45,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.33,11.12,0.90,39.14,0.00,57.22,0.00,14.45,0.00,0.00,100.00,25.18,15.17,100.00,100.00,0.00,63.01,45.30,7.34,6.40,0.80,19.40,19.96,6.10,9.50,9.70,13.10,4.70,1.50,0.00,4.80,24.20,7.10,5.60,9.30,8.00,0.11,0.01,0.27,0.16,0.05,"7,231.23","1,886,643.53"
64285,48,201,511200,1400000US48201511200,48201511200,5112,Harris,TX,Texas,"Census Tract 5112, Harris County, Texas","5,998.00",570.00,"3,301.00",0.93,0.31,0.93,0.45,0.91,0.93,0.90,0.83,3.56,0.98,0.00,0.78,0.00,0.93,0.00,0.00,1.71,0.76,0.39,0.14,0.31,0.84,0.04,0.68,0.57,0.00,1.25,0.60,0.59,0.59,0.59,7.95,0.86,0.57,0.57,0.57,0.11,0.35,0.37,0.44,0.11,0.43,0.22,2.04,0.20,0.15,0.13,0.03,0.68,0.99,0.04,0.00,0.00,0.00,0.00,3.61,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.67,11.12,0.92,39.41,0.00,85.06,0.00,71.03,0.00,0.00,100.00,24.55,12.44,81.35,66.83,0.00,63.01,36.80,11.02,7.00,3.90,10.40,15.22,6.00,8.90,9.30,15.10,4.60,3.20,0.00,0.00,21.60,7.00,4.40,9.30,6.30,0.05,0.01,0.10,0.05,0.05,"6,438.48","2,123,599.18"
64286,48,201,511301,1400000US48201511301,48201511301,5113.01,Harris,TX,Texas,"Census Tract 5113.01, Harris County, Texas","4,124.00",406.00,"3,826.00",0.92,0.31,0.92,0.45,0.91,0.93,0.91,0.85,3.59,0.99,0.00,0.72,0.00,0.98,0.00,0.00,1.70,0.76,0.39,0.50,0.02,0.91,0.06,0.48,0.50,0.00,0.98,0.47,0.59,0.59,0.59,7.78,0.84,0.47,0.47,0.47,0.13,0.12,0.57,0.65,0.32,0.21,0.31,2.33,0.25,0.13,0.37,0.25,0.32,1.06,0.05,0.00,0.00,0.00,0.00,3.85,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.67,11.11,0.95,40.18,0.00,69.19,0.00,100.00,0.00,0.00,100.00,61.72,16.75,30.74,51.31,0.00,63.01,27.00,12.08,3.10,5.40,15.90,21.42,3.50,11.20,8.70,20.20,9.00,0.50,0.00,0.00,24.10,7.20,5.70,9.30,8.30,0.10,0.01,0.29,0.20,0.05,"5,462.55","1,801,613.31"
64287,48,201,511302,1400000US48201511302,48201511302,5113.02,Harris,TX,Texas,"Census Tract 5113.02, Harris County, Texas","3,716.00",410.00,"3,900.00",0.88,0.28,0.88,0.42,0.91,0.93,0.95,0.88,3.66,0.99,0.00,0.67,0.00,0.95,0.00,0.00,1.62,0.73,0.39,0.64,0.02,1.04,0.10,0.00,0.47,0.00,0.47,0.15,0.59,0.59,0.59,7.39,0.77,0.28,0.28,0.28,0.30,0.14,0.02,0.82,0.19,0.28,0.36,2.11,0.21,0.32,0.16,0.20,0.00,0.67,0.02,0.50,0.51,1.00,0.67,4.06,0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.67,11.11,1.19,41.40,0.00,53.10,0.00,79.93,0.00,0.00,100.00,72.65,16.78,0.00,45.82,0.00,63.01,14.10,20.08,3.50,0.60,22.40,17.73,4.30,12.70,12.60,16.10,8.30,0.00,0.70,0.30,24.30,7.70,5.90,10.20,8.60,0.11,0.04,0.33,0.23,0.10,"5,100.00","1,589,026.02"
64288,48,201,511400,1400000US48201511400,48201511400,5114,Harris,TX,Texas,"Census Tract 5114, Harris County, Texas","3,113.00",238.00,"1,496.00",1.05,0.38,1.05,0.55,0.91,0.93,0.96,0.90,3.70,1.00,0.00,0.41,0.00,0.68,0.00,0.00,1.09,0.56,0.39,0.85,0.05,1.28,0.25,0.00,0.77,0.00,0.77,0.32,0.59,0.59,0.59,7.43,0.78,0.62,0.62,0.62,0.43,0.35,0.20,0.72,0.38,0.69,0.20,2.96,0.38,0.20,0.11,0.17,0.85,1.33,0.09,0.00,0.45,0.45,0.20,5.35,0.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.67,11.10,1.35,42.44,0.00,5.03,0.00,2.17,0.00,0.00,100.00,88.72,16.06,0.00,100.00,0.00,63.01,41.30,26.35,6.90,2.70,18.30,22.82,10.50,8.20,10.30,14.50,7.90,8.60,0.00,0.20,25.30,7.60,5.30,10.60,9.00,0.14,0.03,0.22,0.28,0.13,"5,366.15","1,140,411.09"
64289,48,201,511500,1400000US48201511500,48201511500,5115,Harris,TX,Texas,"Census Tract 5115, Harris County, Texas","8,052.00",808.00,"5,476.00",1.06,0.39,1.06,0.56,0.89,0.93,0.94,0.87,3.64,0.99,0.00,0.81,0.00,0.93,0.00,0.00,1.74,0.78,0.39,0.39,0.03,0.80,0.03,0.72,0.77,0.00,1.49,0.74,0.59,0.59,0.59,8.26,0.90,0.65,0.65,0.65,0.14,0.52,0.20,0.65,0.12,0.58,0.33,2.55,0.29,0.16,0.31,0.22,0.67,1.36,0.10,0.00,0.00,0.00,0.00,4.56,0.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.33,11.11,1.12,41.05,0.00,93.37,0.00,71.27,0.00,0.00,100.00,52.05,16.57,90.62,100.00,0.00,63.01,45.40,12.62,10.40,2.70,15.90,15.49,8.30,11.90,9.40,19.40,8.60,3.10,0.00,0.00,23.60,7.30,4.90,10.20,8.40,0.09,0.02,0.16,0.21,0.10,"8,034.79","3,069,672.58"
64290,48,201,511600,1400000US48201511600,48201511600,5116,Harris,TX,Texas,"Census Tract 5116, Harris County, Texas","3,542.00",388.00,"3,200.00",1.60,0.67,1.40,0.79,0.88,0.93,0.96,0.92,3.68,1.00,0.00,0.62,0.00,0.65,0.00,0.00,1.27,0.60,0.39,0.67,0.08,1.13,0.14,0.52,0.77,0.00,1.29,0.62,0.59,0.59,0.59,7.96,0.86,0.79,0.79,0.79,0.59,0.92,0.30,0.68,0.73,0.92,0.63,4.76,0.77,0.19,0.12,0.31,0.91,1.53,0.16,0.00,0.00,0.00,0.00,7.09,0.54,0.00,0.00,0.00,0.00,1.00,1.00,0.20,4.00,11.11,1.36,43.15,0.00,38.63,0.00,0.74,0.00,0.00,100.00,75.40,15.46,39.63,100.00,0.00,63.01,68.50,34.36,29.00,3.40,16.60,34.96,19.10,20.30,10.10,14.90,9.90,13.20,0.00,0.00,27.90,8.00,4.20,13.40,12.50,0.26,0.07,0.08,0.69,0.43,"6,434.61","1,950,793.74"
64291,48,201,520100,1400000US48201520100,48201520100,5201,Harris,TX,Texas,"Census Tract 5201, Harris County, Texas","2,088.00",304.00,"9,880.00",1.00,0.35,1.00,0.52,0.92,0.93,0.94,0.83,3.62,0.99,0.00,0.86,0.00,0.00,0.00,0.00,0.86,0.44,0.39,0.23,0.11,0.72,0.02,0.75,0.77,0.00,1.52,0.76,0.59,0.59,0.59,7.31,0.76,0.69,0.69,0.69,0.24,0.55,0.05,0.86,0.27,0.71,0.24,2.92,0.37,0.19,0.34,0.28,0.77,1.58,0.18,0.00,0.00,0.00,0.00,5.18,0.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,11.13,1.09,39.65,0.00,100.00,0.00,0.00,0.00,0.00,100.00,36.19,15.00,96.90,100.00,0.00,63.01,50.60,17.58,11.00,1.30,25.00,19.98,10.90,9.30,10.20,19.80,9.40,5.20,0.00,0.00,28.40,7.30,5.70,10.20,10.60,0.29,0.02,0.29,0.49,0.10,"7,112.84","2,962,226.86"
64292,48,201,520200,1400000US48201520200,48201520200,5202,Harris,TX,Texas,"Census Tract 5202, Harris County, Texas","3,363.00",300.00,"2,790.00",1.15,0.44,1.15,0.63,0.92,0.93,0.93,0.84,3.61,0.99,0.00,0.69,0.00,0.00,0.00,0.00,0.69,0.36,0.39,0.29,0.16,0.83,0.04,0.39,0.77,0.00,1.16,0.55,0.62,0.62,0.62,6.91,0.68,0.61,0.61,0.61,0.26,0.16,0.43,0.74,0.41,0.84,0.56,3.39,0.48,0.43,0.47,0.19,0.87,1.96,0.46,0.66,0.00,0.66,0.37,6.62,0.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,11.12,1.03,39.81,0.00,59.56,0.00,0.00,0.00,0.00,100.00,42.29,14.28,16.59,100.00,0.00,68.45,40.10,18.12,3.80,4.30,18.80,23.71,14.80,18.30,14.60,21.70,8.10,10.00,3.20,0.00,26.90,7.40,6.10,9.50,9.00,0.21,0.02,0.37,0.28,0.06,"5,572.28","1,878,189.89"
64293,48,201,520300,1400000US48201520300,48201520300,5203,Harris,TX,Texas,"Census Tract 5203, Harris County, Texas","5,355.00",525.00,"3,061.00",1.83,0.76,1.63,0.90,0.92,0.93,0.91,0.83,3.58,0.98,0.00,0.75,0.00,0.00,0.00,0.00,0.75,0.38,0.39,0.55,0.16,1.10,0.13,0.70,0.54,0.00,1.23,0.59,0.60,0.60,0.60,7.25,0.75,0.81,0.81,0.81,0.84,0.93,0.75,0.86,0.82,0.99,0.59,5.78,0.93,0.23,0.28,0.47,0.98,1.97,0.46,0.00,0.86,0.86,0.52,9.42,0.88,0.00,0.00,0.00,0.00,1.00,1.00,0.20,5.00,11.11,0.95,39.34,0.00,76.20,0.00,0.00,0.00,0.00,100.00,65.38,14.22,84.19,59.76,0.00,63.67,71.90,51.75,30.30,7.40,25.10,39.32,35.70,19.10,11.00,18.90,12.00,26.00,0.00,3.30,29.40,8.70,4.60,15.10,14.00,0.35,0.21,0.12,0.81,0.63,"5,033.42","1,477,872.92"
64294,48,201,520400,1400000US48201520400,48201520400,5204,Harris,TX,Texas,"Census Tract 5204, Harris County, Texas","3,303.00",506.00,"5,730.00",2.13,0.86,1.73,0.94,0.92,0.93,0.90,0.91,3.66,0.99,0.00,0.86,0.00,0.00,0.00,0.00,0.86,0.44,0.39,0.32,0.08,0.79,0.03,0.79,0.58,0.00,1.37,0.66,0.61,0.61,0.61,7.29,0.76,0.86,0.86,0.86,0.98,0.97,0.88,0.91,0.99,0.99,0.76,6.48,0.99,0.12,0.44,0.67,0.99,2.22,0.69,0.00,0.84,0.84,0.51,10.40,0.97,0.00,0.00,0.00,1.00,1.00,2.00,0.40,5.00,11.11,0.91,42.89,0.00,100.00,0.00,0.00,0.00,0.00,100.00,45.60,15.33,100.00,69.99,0.00,66.03,81.40,76.17,38.50,10.30,28.60,60.19,31.60,25.20,8.50,21.30,15.00,30.30,0.00,3.00,34.00,9.60,4.70,18.20,18.60,0.62,0.46,0.14,0.95,0.87,"6,600.31","2,039,900.65"
64295,48,201,520500,1400000US48201520500,48201520500,5205,Harris,TX,Texas,"Census Tract 5205, Harris County, Texas","9,579.00","1,247.00","23,128.00",2.28,0.90,1.88,0.99,0.89,0.93,0.90,0.78,3.50,0.97,0.00,0.86,0.00,0.65,0.00,0.00,1.51,0.68,0.39,0.66,0.22,1.27,0.23,0.79,0.77,0.00,1.56,0.78,0.75,0.75,0.75,8.58,0.93,0.91,0.91,0.91,0.98,0.98,0.72,0.68,0.84,0.99,0.33,5.52,0.89,0.02,0.93,0.40,0.99,2.34,0.77,0.86,0.51,1.37,0.81,10.14,0.95,0.00,0.00,0.00,1.00,1.00,2.00,0.40,4.33,11.10,0.92,37.96,0.00,100.00,0.00,0.69,0.00,0.00,100.00,74.71,13.54,100.00,100.00,0.00,89.28,90.70,73.84,44.00,6.90,16.90,40.78,31.90,11.70,4.40,31.10,11.00,28.80,16.30,0.30,30.00,9.40,4.10,17.60,15.40,0.39,0.40,0.07,0.88,0.84,"17,173.98","7,501,447.70"
64296,48,201,520601,1400000US48201520601,48201520601,5206.01,Harris,TX,Texas,"Census Tract 5206.01, Harris County, Texas","2,726.00",358.00,"4,833.00",2.09,0.85,1.69,0.93,0.89,0.93,0.84,0.83,3.49,0.97,0.00,0.86,0.00,0.00,0.00,0.00,0.86,0.44,0.39,0.89,0.13,1.41,0.36,0.78,0.39,0.00,1.17,0.56,0.79,0.79,0.79,7.72,0.83,0.89,0.89,0.89,0.98,0.96,0.63,0.80,0.94,1.00,0.75,6.06,0.97,0.07,0.91,0.36,0.98,2.32,0.76,0.00,0.00,0.00,0.00,9.27,0.87,0.00,0.00,0.00,1.00,1.00,2.00,0.40,4.33,11.10,0.78,39.45,0.00,100.00,0.00,0.00,0.00,0.00,100.00,91.49,14.67,99.71,30.48,0.00,94.21,87.50,75.68,37.50,5.90,21.60,49.69,41.30,24.70,7.00,30.20,10.50,24.90,0.00,0.00,30.30,8.80,3.60,17.10,15.40,0.40,0.23,0.03,0.88,0.80,"5,693.85","1,951,251.03"
64297,48,201,520602,1400000US48201520602,48201520602,5206.02,Harris,TX,Texas,"Census Tract 5206.02, Harris County, Texas","5,681.00",579.00,"2,857.00",1.86,0.77,1.46,0.82,0.92,0.93,0.85,0.81,3.51,0.98,0.00,0.82,0.00,0.00,0.00,0.00,0.82,0.42,0.39,0.65,0.18,1.22,0.20,0.59,0.00,0.00,0.59,0.21,0.69,0.69,0.69,6.83,0.67,0.87,0.87,0.87,0.85,0.97,0.71,0.74,0.93,1.00,0.37,5.57,0.90,0.14,0.94,0.25,0.98,2.32,0.75,0.00,0.00,0.00,0.00,8.76,0.80,0.00,0.00,0.00,1.00,1.00,2.00,0.40,5.00,11.11,0.79,38.93,0.00,96.00,0.00,0.00,0.00,0.00,100.00,73.95,14.04,57.39,0.00,0.00,81.67,83.50,53.53,40.30,6.80,18.80,48.51,37.50,13.00,8.90,31.70,9.10,28.60,0.00,0.00,29.80,9.10,4.00,17.20,15.30,0.37,0.31,0.06,0.87,0.81,"4,819.82","1,347,650.94"
64298,48,201,520700,1400000US48201520700,48201520700,5207,Harris,TX,Texas,"Census Tract 5207, Harris County, Texas","4,334.00",400.00,"5,679.00",1.05,0.38,1.05,0.55,0.92,0.93,0.86,0.80,3.51,0.98,0.00,0.64,0.00,0.00,0.00,0.00,0.64,0.33,0.39,0.41,0.08,0.87,0.05,0.28,0.47,0.00,0.75,0.31,0.69,0.69,0.68,6.46,0.59,0.65,0.65,0.65,0.32,0.63,0.58,0.30,0.06,0.86,0.14,2.89,0.36,0.26,0.92,0.13,0.86,2.17,0.65,0.00,0.90,0.90,0.57,6.62,0.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,11.10,0.81,38.64,0.00,45.78,0.00,0.00,0.00,0.00,100.00,53.52,15.38,2.59,44.51,0.00,80.59,45.50,21.12,13.00,5.50,7.70,13.17,15.70,6.60,11.60,30.70,7.20,9.10,0.00,5.00,30.40,7.70,6.60,10.40,10.80,0.41,0.04,0.47,0.51,0.11,"6,442.32","1,960,370.34"
